formula,composition_obj,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,compound possible,max ionic char,avg ionic char,Weight Fraction,Atomic Fraction,Yang delta,Yang omega,APE mean,Radii local mismatch,Radii gamma,Configuration entropy,Atomic weight mean,Total weight,Lambda entropy,Electronegativity delta,Electronegativity local mismatch,VEC mean,Mixing enthalpy,Mean cohesive energy,Interant electrons,Interant s electrons,Interant p electrons,Interant d electrons,Interant f electrons,Shear modulus mean,Shear modulus delta,Shear modulus local mismatch,Shear modulus strength model,YS
AlCrFeNiMo0.5,Al1 Cr1 Fe1 Ni1 Mo0.5,5,0.4581228472908512,0.3563927033328696,0.293680717557935,0.27096744364926284,0.25527253251330995,13.0,42.0,29.0,24.88888888888889,5.679012345679013,13.0,49.0,73.0,24.0,58.44444444444444,7.604938271604938,49.0,26.9815386,95.96,68.97846139999999,53.665786355555554,12.60174849382716,26.9815386,933.47,2896.0,1962.53,1800.1044444444444,417.21728395061723,933.47,6.0,13.0,7.0,8.88888888888889,2.3209876543209877,6.0,3.0,5.0,2.0,3.888888888888889,0.39506172839506176,3.0,121.0,154.0,33.0,131.77777777777777,8.246913580246915,121.0,1.61,2.16,0.55,1.7977777777777777,0.14469135802469138,1.61,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,1.0,0.0,1.0,1.0,0.2222222222222222,0.34567901234567905,0.0,0.0,8.0,8.0,4.777777777777778,2.123456790123457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,6.666666666666667,2.0740740740740744,3.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444444,0.0,0.0,5.0,5.0,1.1111111111111112,1.7283950617283947,0.0,0.0,5.0,5.0,3.0,1.7777777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.444444444444445,1.2839506172839505,2.0,10.32,16.48,6.16,12.57,2.4311111111111114,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.6013461111111111,0.6708074172839505,0.0,225.0,229.0,4.0,227.22222222222223,1.9753086419753079,225.0,1.6666666666666667,0.2222222222222222,4.777777777777778,0.0,False,0.0728361721882469,0.0072639066299939855,Al0.11173125683134214 Cr0.21531720964675263 Fe0.23125560518429075 Ni0.24305090406166444 Mo0.19864502427595 ,Al0.2222222222222222Cr0.2222222222222222Fe0.2222222222222222Ni0.2222222222222222Mo0.1111111111111111,0.049837372689716566,1.9965451332307027,-0.0006460200682315812,3.506172839506173,1.0756764018244342,-0.01314521343892854,53.665786355555554,241.4860386,-5.292457310251055,0.07393040596892235,0.1935802469135802,8.888888888888888,11.851851851851851,4.36,27.0,2.0,1.0,24.0,0.0,79.50222222222222,0.41362057386943535,17.746666666666666,-0.08539283779244863,1748.6
AlCrFeNiMo0.8,Al1 Cr1 Fe1 Ni1 Mo0.8,5,0.4487637339278754,0.34425621773605636,0.2792606796877472,0.2558219010869547,0.23994692546629082,13.0,42.0,29.0,25.958333333333332,6.215277777777779,13.0,49.0,73.0,24.0,57.91666666666667,7.5694444444444455,49.0,26.9815386,95.96,68.97846139999999,56.309174708333344,14.21036896875,26.9815386,933.47,2896.0,1962.53,1868.5979166666668,472.2182291666667,933.47,6.0,13.0,7.0,8.708333333333334,2.3263888888888893,6.0,3.0,5.0,2.0,3.9583333333333335,0.39930555555555547,3.0,121.0,154.0,33.0,133.16666666666669,9.375000000000007,121.0,1.61,2.16,0.55,1.8204166666666666,0.15451388888888895,1.61,1.0,2.0,1.0,1.625,0.46875,1.0,0.0,1.0,1.0,0.20833333333333334,0.3298611111111111,0.0,0.0,8.0,8.0,4.791666666666667,1.9965277777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,6.625,1.9791666666666667,3.0,0.0,1.0,1.0,0.375,0.46875,0.0,0.0,5.0,5.0,1.0416666666666667,1.6493055555555558,0.0,0.0,5.0,5.0,3.125,1.7708333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.541666666666667,1.284722222222222,2.0,10.32,16.48,6.16,12.765000000000002,2.5229166666666676,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.5637619791666667,0.6577223090277778,0.0,225.0,229.0,4.0,227.33333333333334,1.9444444444444429,225.0,1.625,0.20833333333333334,4.791666666666667,0.0,False,0.0728361721882469,0.008673152474122455,Al0.099832517155064 Cr0.19238715857539804 Fe0.20662820616629138 Ni0.21716737319009052 Mo0.28398474491315595 ,Al0.20833333333333334Cr0.20833333333333334Fe0.20833333333333334Ni0.20833333333333334Mo0.16666666666666669,0.050040996581664096,2.238239470086005,-0.003598275012704974,3.5763888888888893,1.0755773718865715,-0.013350675322473433,56.30917470833334,270.2680386,-5.331523575005204,0.07179292329416576,0.1868055555555555,8.708333333333334,11.145833333333336,4.513750000000001,27.0,2.0,1.0,24.0,0.0,81.77083333333333,0.4039292299804129,17.74791666666667,-0.08362105180070871,1512.5
C0.1 Hf0.5 Mo0.5 Nb1 Ti1 Zr1,C0.1 Hf0.5 Mo0.5 Nb1 Ti1 Zr1,6,0.4569510730535414,0.3613170589023946,0.30509258060238337,0.28556082091149143,0.27224288220175097,6.0,72.0,66.0,39.170731707317074,9.994051160023794,22.0,43.0,77.0,34.0,46.146341463414636,2.8613920285544325,43.0,12.0107,178.49,166.47930000000002,90.34718292682928,24.54333230220107,47.867,1941.0,3823.0,1882.0,2415.1951219512193,371.4098750743605,1941.0,4.0,14.0,10.0,4.7317073170731705,0.892325996430696,4.0,2.0,6.0,4.0,4.804878048780488,0.5294467578822131,4.0,76.0,175.0,99.0,163.68292682926833,8.435455086258173,160.0,1.3,2.55,1.2499999999999998,1.574390243902439,0.2029149315883403,1.33,1.0,2.0,1.0,1.6341463414634148,0.46400951814396196,1.0,0.0,2.0,2.0,0.04878048780487806,0.09518143961927424,0.0,0.0,5.0,5.0,2.804878048780488,1.1183819155264725,2.0,0.0,14.0,14.0,1.707317073170732,2.9982153480071387,0.0,4.0,18.0,14.0,6.195121951219512,2.879238548483046,4.0,0.0,1.0,1.0,0.3658536585365854,0.464009518143962,0.0,0.0,4.0,4.0,0.09756097560975611,0.19036287923854847,0.0,0.0,8.0,8.0,6.951219512195123,1.2790005948839975,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,7.414634146341464,0.7138607971445569,7.0,5.64,23.195,17.555,18.920487804878054,2.885008923259966,16.69,0.0,4.496,4.496,0.10965853658536588,0.21396787626412853,0.0,0.0,2.25333333333e-05,2.25333333333e-05,5.495934959341464e-06,8.310926036077335e-06,0.0,194.0,229.0,35.0,206.8048780487805,16.24033313503867,194.0,1.6341463414634148,0.04878048780487806,2.804878048780488,1.707317073170732,False,0.32336615383827094,0.020520378929438213,C0.003242511847234489 Hf0.24093347582275967 Mo0.12950393674959695 Nb0.2508180520982702 Ti0.12922586909303643 Zr0.24627615438910225 ,C0.02439024390243903Hf0.12195121951219513Mo0.12195121951219513Nb0.24390243902439027Ti0.24390243902439027Zr0.24390243902439027,0.09201937361341238,3.0888791715342983,0.008157060366018008,5.568114217727543,1.477471785093656,-0.013603432261741912,90.34718292682928,370.41345,-1.6065341179700232,0.1328024794023225,0.24634146341463417,4.731707317073171,10.636525877453897,6.350487804878049,19.0,2.0,2.0,15.0,0.0,58.650000000000006,1.1449709190260913,19.589470553242126,-0.21341093806051809,1183.0
C0.2 Mo1 Nb1 Re0.5 Ta0.2 W1,C0.2 Mo1 Nb1 Re0.5 Ta0.2 W1,6,0.46790481002293993,0.3755127652748331,0.32009440353526125,0.30009410074801407,0.2861947457601671,6.0,75.0,69.0,53.92307692307692,17.656804733727807,41.0,47.0,77.0,30.0,51.28205128205128,3.3346482577251777,47.0,12.0107,186.207,174.1963,129.33374256410255,47.82857109796186,92.90638,2750.0,3823.0,1073.0,3203.358974358974,390.111768573307,2750.0,5.0,14.0,9.0,6.23076923076923,0.9940828402366858,5.0,2.0,6.0,4.0,5.282051282051282,0.625904010519395,5.0,76.0,170.0,94.0,155.05128205128204,9.685733070348455,154.0,1.5,2.55,1.0499999999999998,2.02051282051282,0.29993425378040767,1.6,1.0,2.0,1.0,1.487179487179487,0.49967126890203806,1.0,0.0,2.0,2.0,0.10256410256410256,0.19460880999342536,0.0,0.0,5.0,5.0,4.128205128205128,0.670611439842209,4.0,0.0,14.0,14.0,6.102564102564102,6.884944115713346,0.0,4.0,21.0,17.0,11.82051282051282,7.284681130834976,5.0,0.0,1.0,1.0,0.5128205128205128,0.4996712689020381,0.0,0.0,4.0,4.0,0.20512820512820512,0.3892176199868507,0.0,0.0,7.0,7.0,5.358974358974358,0.8257725180802105,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,3.0,6.076923076923076,0.5680473372781061,6.0,5.64,18.18,12.54,15.89730769230769,1.476883629191322,15.69,0.0,4.496,4.496,0.23056410256410256,0.4374806048652203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,222.71794871794867,10.309007232084182,229.0,1.487179487179487,0.10256410256410256,4.128205128205128,6.102564102564102,False,0.24090246102901902,0.02585237456929891,C0.004762544904592435 Mo0.19021312585719327 Nb0.18419859236894126 Re0.1845894075802084 Ta0.0717503895602091 W0.3644859397288557 ,C0.05128205128205128Mo0.2564102564102564Nb0.2564102564102564Re0.1282051282051282Ta0.05128205128205128W0.2564102564102564,0.10353826201780879,1.7904934717222933,0.009149770845807427,4.689020381328072,1.415899573169233,-0.013426379460507471,129.33374256410255,504.38159599999994,-1.2524407102936483,0.1146481687775978,0.2742011834319527,6.230769230769231,24.021038790269554,7.794615384615384,25.0,2.0,2.0,21.0,0.0,128.0805128205128,0.705604318587066,42.16312952005259,-0.16075158713740495,1074.0
C0.3 Hf0.5 Mo0.5 Nb1 Ti1 Zr1,C0.3 Hf0.5 Mo0.5 Nb1 Ti1 Zr1,6,0.4406347749185213,0.3454275918182818,0.2909481877670021,0.27228174178522296,0.2595804736235227,6.0,72.0,66.0,37.62790697674419,11.68199026500811,22.0,43.0,77.0,34.0,47.58139534883721,4.667387777176854,43.0,12.0107,178.49,166.47930000000002,86.70362558139536,28.48581546782044,47.867,1941.0,3823.0,1882.0,2480.6744186046512,415.04597079502435,1941.0,4.0,14.0,10.0,5.162790697674419,1.4277988101676584,4.0,2.0,6.0,4.0,4.674418604651163,0.6868577609518658,4.0,76.0,175.0,99.0,159.6046511627907,12.969172525689558,160.0,1.3,2.55,1.2499999999999998,1.6197674418604653,0.25543537047052467,1.33,1.0,2.0,1.0,1.6511627906976745,0.45429962141698216,1.0,0.0,2.0,2.0,0.13953488372093023,0.25959978366684694,0.0,0.0,5.0,5.0,2.674418604651163,1.1573823688480263,2.0,0.0,14.0,14.0,1.627906976744186,2.877230935640887,0.0,4.0,18.0,14.0,6.093023255813954,2.769064359113034,4.0,0.0,1.0,1.0,0.3488372093023256,0.45429962141698216,0.0,0.0,4.0,4.0,0.27906976744186046,0.5191995673336939,0.0,0.0,8.0,8.0,6.627906976744186,1.5954570037858302,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,7.2558139534883725,0.8653326122228231,7.0,5.64,23.195,17.555,18.302790697674418,3.181773931855057,16.69,0.0,4.496,4.496,0.3136744186046512,0.583580313683072,0.0,0.0,2.25333333333e-05,2.25333333333e-05,5.240310077511629e-06,8.043266630599243e-06,0.0,194.0,229.0,35.0,206.2093023255814,15.90048674959438,194.0,1.6511627906976745,0.13953488372093023,2.674418604651163,1.627906976744186,False,0.32336615383827094,0.0285870930380354,C0.009664858704004303 Hf0.23938108382216525 Mo0.12866951191606552 Nb0.24920197140897457 Ti0.12839323591591217 Zr0.24468933823287806 ,C0.06976744186046512Hf0.11627906976744186Mo0.11627906976744186Nb0.23255813953488372Ti0.23255813953488372Zr0.23255813953488372,0.1371875675332467,1.2296318113039275,0.008594927224104635,8.128718226068145,1.4825400234779262,-0.01416547753772963,86.70362558139536,372.81559000000004,-0.7526649777377772,0.17534909828793044,0.3270957274202271,5.162790697674419,28.577609518658736,6.397906976744187,19.0,2.0,2.0,15.0,0.0,76.91279069767442,1.3721040317700153,35.2229313142239,-0.3545910467185216,1201.0
C0.4 Mo1 Nb1 Re0.5 Ta0.4 W1,C0.4 Mo1 Nb1 Re0.5 Ta0.4 W1,6,0.4394056657602601,0.3445822471313874,0.29069714455620793,0.2722203795772844,0.25957379083339127,6.0,75.0,69.0,52.58139534883722,18.974580854515956,41.0,47.0,77.0,30.0,52.32558139534884,4.97998918334235,47.0,12.0107,186.207,174.1963,126.27751441860467,50.881569583558694,92.90638,2750.0,3823.0,1073.0,3236.2093023255816,384.380746349378,2750.0,5.0,14.0,9.0,6.5348837209302335,1.4970254191454846,5.0,2.0,6.0,4.0,5.16279069767442,0.7398593834505139,5.0,76.0,170.0,94.0,152.06976744186048,14.401297998918329,154.0,1.5,2.55,1.0499999999999998,2.0209302325581393,0.3208220659816117,1.6,1.0,2.0,1.0,1.5348837209302326,0.49756625202812327,1.0,0.0,2.0,2.0,0.186046511627907,0.3374797187669011,0.0,0.0,5.0,5.0,3.883720930232558,0.8869659275283939,4.0,0.0,14.0,14.0,6.186046511627907,6.905354245538129,0.0,4.0,21.0,17.0,11.790697674418606,7.301243915630071,5.0,0.0,1.0,1.0,0.46511627906976744,0.49756625202812327,0.0,0.0,4.0,4.0,0.372093023255814,0.6749594375338022,0.0,0.0,7.0,7.0,5.186046511627907,1.0946457544618715,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,3.0,6.023255813953489,0.6360194699837755,6.0,5.64,18.18,12.54,15.52360465116279,2.0408112493239594,15.69,0.0,4.496,4.496,0.41823255813953497,0.7586544077879936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,221.67441860465118,11.584640346133035,229.0,1.5348837209302326,0.186046511627907,3.883720930232558,6.186046511627907,False,0.24090246102901902,0.029238577078455258,C0.008848096018391415 Mo0.17669376722515595 Nb0.17110671546228773 Re0.17146975356313643 Ta0.13330149088432544 W0.3385801768467029 ,C0.0930232558139535Mo0.23255813953488372Nb0.23255813953488372Re0.11627906976744186Ta0.0930232558139535W0.23255813953488372,0.1379026200717661,1.343596282180122,8.531599625197454e-05,6.872904272579774,1.4192058437695891,-0.014214331286032866,126.27751441860465,542.9733120000001,-0.7474487120680472,0.13285787488899303,0.32268253109789075,6.534883720930233,34.236884802596,7.789069767441861,25.0,2.0,2.0,21.0,0.0,140.35069767441863,0.7895732444232406,52.327625743645214,-0.20210172205975663,1144.0
C0.5 Mo1 Nb1 Re0.5 Ta0.5 W1,C0.5 Mo1 Nb1 Re0.5 Ta0.5 W1,6,0.4303314829119352,0.3333333333333333,0.2785380491260111,0.2602738196193172,0.2480515827929805,6.0,75.0,69.0,52.0,19.555555555555557,41.0,47.0,77.0,30.0,52.77777777777778,5.654320987654321,47.0,12.0107,186.207,174.1963,124.95314888888889,52.22717432098765,92.90638,2750.0,3823.0,1073.0,3250.4444444444443,379.95061728395063,2750.0,5.0,14.0,9.0,6.666666666666667,1.7037037037037042,5.0,2.0,6.0,4.0,5.111111111111111,0.7901234567901234,5.0,76.0,170.0,94.0,150.77777777777777,16.61728395061729,154.0,1.5,2.55,1.0499999999999998,2.0211111111111113,0.32987654320987647,1.6,1.0,2.0,1.0,1.5555555555555556,0.4938271604938272,1.0,0.0,2.0,2.0,0.2222222222222222,0.3950617283950618,0.0,0.0,5.0,5.0,3.7777777777777777,1.0123456790123457,4.0,0.0,14.0,14.0,6.222222222222222,6.913580246913581,0.0,4.0,21.0,17.0,11.777777777777779,7.308641975308642,5.0,0.0,1.0,1.0,0.4444444444444444,0.4938271604938272,0.0,0.0,4.0,4.0,0.4444444444444444,0.7901234567901236,0.0,0.0,7.0,7.0,5.111111111111111,1.2098765432098766,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,3.0,6.0,0.6666666666666666,6.0,5.64,18.18,12.54,15.361666666666666,2.317407407407408,15.69,0.0,4.496,4.496,0.4995555555555556,0.8880987654320989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,221.22222222222223,12.098765432098762,229.0,1.5555555555555556,0.2222222222222222,3.7777777777777777,6.222222222222222,False,0.24090246102901902,0.030693911135916484,C0.010680560700135844 Mo0.17063002049356538 Nb0.16523470422538017 Re0.16558528364626499 Ta0.16090859116461959 W0.326960839770034 ,C0.1111111111111111Mo0.2222222222222222Nb0.2222222222222222Re0.1111111111111111Ta0.1111111111111111W0.2222222222222222,0.15033897550005274,1.2189095215496706,-0.010127620176811458,7.753086419753086,1.4206587654649194,-0.014425841363189739,124.95314888888888,562.26917,-0.6382605164858998,0.1396136363654347,0.3422222222222223,6.666666666666665,38.46913580246913,7.786666666666667,25.0,2.0,2.0,21.0,0.0,145.66777777777776,0.8113764650438439,56.401728395061724,-0.21762677039173103,1202.0
C0.6 Mo1 Nb1 Re0.5 Ta0.6 W1,C0.6 Mo1 Nb1 Re0.5 Ta0.6 W1,6,0.4239331669185378,0.32478559856842115,0.2682701092256643,0.24967088983537727,0.2375762709603584,6.0,75.0,69.0,51.46808510638297,20.092349479402444,41.0,47.0,77.0,30.0,53.191489361702125,6.2507922136713425,47.0,12.0107,186.207,174.1963,123.74149531914892,53.47025014033499,92.90638,2750.0,3823.0,1073.0,3263.4680851063827,374.86645540968766,2750.0,5.0,14.0,9.0,6.787234042553191,1.886826618379357,5.0,2.0,6.0,4.0,5.063829787234042,0.8365776369397915,5.0,76.0,170.0,94.0,149.59574468085106,18.790402897238575,154.0,1.5,2.55,1.0499999999999998,2.021276595744681,0.3381620642824807,1.6,1.0,2.0,1.0,1.574468085106383,0.48890900860117703,1.0,0.0,2.0,2.0,0.2553191489361702,0.4454504300588501,0.0,0.0,5.0,5.0,3.6808510638297873,1.1136260751471252,4.0,0.0,14.0,14.0,6.255319148936169,6.9207786328655505,0.0,4.0,21.0,17.0,11.76595744680851,7.315527387958351,5.0,0.0,1.0,1.0,0.425531914893617,0.48890900860117703,0.0,0.0,4.0,4.0,0.5106382978723404,0.8909008601177002,0.0,0.0,7.0,7.0,5.042553191489361,1.3146220009053868,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,3.0,5.978723404255319,0.7134449977365327,6.0,5.64,18.18,12.54,15.213510638297873,2.563132639203259,15.69,0.0,4.496,4.496,0.5739574468085106,1.001372566772295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,220.80851063829786,12.548664554096883,229.0,1.574468085106383,0.2553191489361702,3.6808510638297873,6.255319148936169,False,0.24090246102901902,0.03201902037322591,C0.012391425985126464 Mo0.16496865420181353 Nb0.15975235017054706 Re0.160091297649349 Ta0.18668372885723108 W0.3161125431359329 ,C0.1276595744680851Mo0.2127659574468085Nb0.2127659574468085Re0.10638297872340426Ta0.1276595744680851W0.2127659574468085,0.16085348025133273,1.1252546198406599,-0.01795161299574625,8.52331371661385,1.421998937052004,-0.014563842764013063,123.74149531914894,581.565028,-0.5628790151334484,0.14532179171865933,0.35932095971027617,6.787234042553191,42.23811679492984,7.784468085106383,25.0,2.0,2.0,21.0,0.0,150.5323404255319,0.8261163785573602,59.954042553191485,-0.23056531067146194,1241.0
Co0.5 Fe0.5 Mo0.5 Ni1 V0.5,Co0.5 Fe0.5 Mo0.5 Ni1 V0.5,5,0.4714045207910317,0.38157141418444396,0.3412787518465365,0.3348018758685008,0.33346331334947604,23.0,42.0,19.0,29.0,4.333333333333333,28.0,46.0,61.0,15.0,55.166666666666664,4.833333333333333,61.0,50.9415,95.96,45.018499999999996,63.17774916666667,10.92741694444445,58.6934,1728.0,2896.0,1168.0,2019.0,347.0,1728.0,5.0,10.0,5.0,8.0,1.6666666666666667,10.0,4.0,5.0,1.0,4.166666666666667,0.27777777777777796,4.0,124.0,154.0,30.0,135.5,12.0,124.0,1.63,2.16,0.5300000000000002,1.8866666666666667,0.10666666666666669,1.91,1.0,2.0,1.0,1.8333333333333333,0.27777777777777785,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,6.166666666666667,1.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,5.0,8.0,1.6666666666666667,10.0,0.0,1.0,1.0,0.16666666666666666,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,3.8333333333333335,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,4.0,1.6666666666666667,2.0,10.245,15.69,5.445,11.719166666666666,1.7538888888888886,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.8083205666666666,0.6808309555555555,0.5953947,194.0,229.0,35.0,221.83333333333334,9.277777777777771,225.0,1.8333333333333333,0.0,6.166666666666667,0.0,False,0.06781594510408206,0.005934284508939415,Co0.1554774830459783 Fe0.14733021077005343 Mo0.253108790783041 Ni0.309689712339907 V0.13439380306102025 ,Co0.16666666666666666Fe0.16666666666666666Mo0.16666666666666666Ni0.3333333333333333V0.16666666666666666,0.041791315459875224,2.840750442869112,-0.000156841717746344,2.6944444444444446,1.0666589645244824,-0.012975746340770254,63.177749166666665,189.5232475,-7.429511578574959,0.0701267620418712,0.1825,8.0,9.222222222222221,4.946666666666667,30.0,1.0,0.0,29.0,0.0,78.39,0.25790840242955715,10.20222222222222,-0.031559304943399896,679.1
Co1 Cr0.2 Fe1 Ni1 Si0.2,Co1 Cr0.2 Fe1 Ni1 Si0.2,5,0.5161743757289483,0.4249438308178388,0.3664070841962607,0.3440977173396596,0.3282715240156779,14.0,28.0,14.0,26.05882352941176,1.695501730103807,26.0,49.0,78.0,29.0,58.647058823529406,3.6608996539792367,55.0,28.0855,58.933195,30.847694999999998,55.73173970588234,3.6919858131487966,55.845,1687.0,2180.0,493.0,1788.3529411764703,59.39792387543243,1728.0,6.0,14.0,8.0,9.117647058823529,1.093425605536332,8.0,3.0,4.0,1.0,3.941176470588235,0.11072664359861611,4.0,111.0,139.0,28.0,127.05882352941175,4.311418685121104,124.0,1.66,1.91,0.25,1.8623529411764703,0.04283737024221453,1.83,1.0,2.0,1.0,1.9411764705882353,0.11072664359861592,2.0,0.0,2.0,2.0,0.11764705882352941,0.2214532871972318,0.0,0.0,8.0,8.0,6.470588235294117,1.2110726643598615,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,6.0,8.529411764705882,1.1418685121107266,8.0,0.0,1.0,1.0,0.058823529411764705,0.11072664359861592,0.0,0.0,4.0,4.0,0.23529411764705882,0.4429065743944636,0.0,0.0,5.0,5.0,2.941176470588235,0.8996539792387543,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.2352941176470584,0.8650519031141867,2.0,10.245,20.44,10.195000000000002,11.065,1.117647058823529,10.245,0.0,0.773,0.773,0.04547058823529412,0.0855916955017301,0.0,0.0,2.1106628,2.1106628,1.251331970588235,0.6802765051903114,0.5953947,194.0,229.0,35.0,217.41176470588232,13.771626297577868,194.0,1.9411764705882353,0.11764705882352941,6.470588235294117,0.0,False,0.015503562994591547,0.0008854796393248227,Co0.3110129477122591 Cr0.054880650304268745 Fe0.29471536482946686 Ni0.30974745803709963 Si0.029643579116905693 ,Co0.2941176470588235Cr0.058823529411764705Fe0.2941176470588235Ni0.2941176470588235Si0.058823529411764705,0.03096725955126388,2.0597427762934104,0.0250666332812133,1.2802768166089964,1.1044240897552282,-0.011748688562503577,55.73173970588234,189.487915,-12.251347070838992,0.03314092410992931,0.08858131487889276,9.11764705882353,10.20069204152249,4.369411764705883,29.0,1.0,2.0,26.0,0.0,77.72823529411765,0.17314092425179237,5.380692041522491,-0.015371996093139766,225.0
